常看的多数台需开启ipv6,#genre#
CQTV娱乐,http://125.80.214.162:8888/rtp/235.254.198.187:7980
CQTV娱乐,=cqwtyl$重庆有线
CQTV娱乐,=cqwtyl$重庆有线

cctv1,http://171.121.56.255:8005/rtp/226.0.2.153:9136$山西联通184
cctv2,http://171.121.56.255:8005/rtp/226.0.2.154:9144
cctv3,http://171.121.56.255:8005/rtp/226.0.2.208:9576
cctv4,http://171.121.56.255:8005/rtp/226.0.2.156:9160
cctv5,http://171.121.56.255:8005/rtp/226.0.2.209:9584
cctv6,http://171.121.56.255:8005/rtp/226.0.2.210:9592
cctv7,http://171.121.56.255:8005/rtp/226.0.2.159:9184
cctv8,http://171.121.56.255:8005/rtp/226.0.2.211:9600
cctv9,http://171.121.56.255:8005/rtp/226.0.2.161:9200
cctv10,http://171.121.56.255:8005/rtp/226.0.2.162:9208
cctv12,http://171.121.56.255:8005/rtp/226.0.2.164:9224
cctv13,http://171.121.56.255:8005/rtp/226.0.2.165:9232
cctv14,http://171.121.56.255:8005/rtp/226.0.2.166:9240
cctv5+,http://171.121.56.255:8005/rtp/226.0.2.168:9256
cctv16,http://171.121.56.255:8005/rtp/226.0.2.169:9264
cctv17,http://171.121.56.255:8005/rtp/226.0.2.170:9272

cctv1,http://171.121.56.255:8005/rtp/226.0.2.18:8056
cctv2,http://171.121.56.255:8005/rtp/226.0.2.19:8064
cctv3,http://171.121.56.255:8005/rtp/226.0.2.20:8072
cctv4,http://171.121.56.255:8005/rtp/226.0.2.21:8080
cctv5,http://171.121.56.255:8005/rtp/226.0.2.22:8088
cctv6,http://171.121.56.255:8005/rtp/226.0.2.23:8096
cctv7,http://171.121.56.255:8005/rtp/226.0.2.24:8104
cctv8,http://171.121.56.255:8005/rtp/226.0.2.25:8112
cctv9,http://171.121.56.255:8005/rtp/226.0.2.26:8120
cctv10,http://171.121.56.255:8005/rtp/226.0.2.27:8128
cctv11,http://171.121.56.255:8005/rtp/226.0.2.28:8136
cctv12,http://171.121.56.255:8005/rtp/226.0.2.29:8144
cctv13,http://171.121.56.255:8005/rtp/226.0.2.30:8152
cctv14,http://171.121.56.255:8005/rtp/226.0.2.31:8160
cctv15,http://171.121.56.255:8005/rtp/226.0.2.32:8168
cctv17,http://171.121.56.255:8005/rtp/226.0.2.207:9568

cctv1,http://223.10.28.15:8082/udp/239.1.1.7:8007$山西电信117
cctv1,http://223.10.28.15:8082/udp/239.1.1.7:8007$山西电信117
cctv1,http://xeace.cn:8888/udp/239.93.0.184:5140$四川电信333
cctv1,http://116.168.79.60:8888/udp/225.0.4.74:7980$重庆联通77
cctv1,http://183.31.9.92:9001/udp/239.77.0.86:5146$广东电信332

cctv2,http://223.10.28.15:8082/udp/239.1.1.8:8008
cctv2,http://223.10.28.15:8082/udp/239.1.1.8:8008
cctv2,http://xeace.cn:8888/udp/239.93.1.23:6000
cctv2,http://116.168.79.60:8888/udp/225.0.4.132:7980
cctv2,http://183.31.9.92:9001/udp/239.77.1.158:5146
cctv3,http://223.10.28.15:8082/udp/239.1.1.9:8009
cctv3,http://223.10.28.15:8082/udp/239.1.1.9:8009
cctv3,http://xeace.cn:8888/udp/239.93.1.11:2223
cctv3,http://116.168.79.60:8888/udp/225.0.4.142:7980
cctv3,http://183.31.9.92:9001/udp/239.77.0.169:5146
cctv4,http://223.10.28.15:8082/udp/239.1.1.10:8010
cctv4,http://223.10.28.15:8082/udp/239.1.1.10:8010
cctv4,http://xeace.cn:8888/udp/239.93.1.105:5140
cctv4,http://116.168.79.60:8888/udp/225.0.4.176:7980
cctv4,http://183.31.9.92:9001/udp/239.77.1.163:5146
cctv5,http://223.10.28.15:8082/udp/239.1.1.11:8011
cctv5,http://223.10.28.15:8082/udp/239.1.1.11:8011
cctv5,http://xeace.cn:8888/udp/239.93.42.37:5140
cctv5,http://116.168.79.60:8888/udp/225.0.4.143:7980
cctv5,http://183.31.9.92:9001/udp/239.77.0.170:5146
cctv5+,http://223.10.28.15:8082/udp/239.1.1.12:8012
cctv5+,http://223.10.28.15:8082/udp/239.1.1.12:8012
cctv5+,http://xeace.cn:8888/udp/239.93.1.36:8004
cctv5+,http://116.168.79.60:8888/udp/225.0.4.73:7980
cctv5+,http://183.31.9.92:9001/udp/239.77.0.87:5146
cctv6,http://223.10.28.15:8082/udp/239.1.1.13:8013
cctv6,http://223.10.28.15:8082/udp/239.1.1.13:8013
cctv6,http://xeace.cn:8888/udp/239.93.1.13:2226
cctv6,http://116.168.79.60:8888/udp/225.0.4.144:7980
cctv6,http://183.31.9.92:9001/udp/239.77.0.171:5146
cctv7,http://223.10.28.15:8082/udp/239.1.1.14:8014
cctv7,http://223.10.28.15:8082/udp/239.1.1.14:8014
cctv7,http://xeace.cn:8888/udp/239.93.1.67:5140
cctv7,http://116.168.79.60:8888/udp/225.0.4.127:7980
cctv7,http://183.31.9.92:9001/udp/239.77.0.138:5146
cctv8,http://223.10.28.15:8082/udp/239.1.1.15:8015
cctv8,http://223.10.28.15:8082/udp/239.1.1.15:8015
cctv8,http://xeace.cn:8888/udp/239.93.42.39:5140
cctv8,http://116.168.79.60:8888/udp/225.0.4.137:7980
cctv8,http://183.31.9.92:9001/udp/239.77.0.172:5146
cctv9,http://223.10.28.15:8082/udp/239.1.1.16:8016
cctv9,http://223.10.28.15:8082/udp/239.1.1.16:8016
cctv9,http://xeace.cn:8888/udp/239.93.1.24:5140
cctv9,http://116.168.79.60:8888/udp/225.0.4.131:7980
cctv9,http://183.31.9.92:9001/udp/239.77.1.160:5146
cctv10,http://223.10.28.15:8082/udp/239.1.1.17:8017
cctv10,http://223.10.28.15:8082/udp/239.1.1.17:8017
cctv10,http://xeace.cn:8888/udp/239.93.1.28:5140
cctv10,http://116.168.79.60:8888/udp/225.0.4.130:7980
cctv10,http://183.31.9.92:9001/udp/239.77.1.113:5146
cctv11,http://223.10.28.15:8082/udp/239.1.1.18:8018
cctv11,http://223.10.28.15:8082/udp/239.1.1.18:8018
cctv11,http://xeace.cn:8888/udp/239.93.0.102:5140
cctv11,http://116.168.79.60:8888/udp/225.0.4.218:7980
cctv11,http://183.31.9.92:9001/udp/239.77.1.238:5146
cctv12,http://223.10.28.15:8082/udp/239.1.1.19:8019
cctv12,http://223.10.28.15:8082/udp/239.1.1.19:8019
cctv12,http://xeace.cn:8888/udp/239.93.1.30:8124
cctv12,http://116.168.79.60:8888/udp/225.0.4.129:7980
cctv12,http://183.31.9.92:9001/udp/239.77.1.109:5146
cctv13,http://223.10.28.15:8082/udp/239.1.1.20:8020
cctv13,http://223.10.28.15:8082/udp/239.1.1.20:8020
cctv13,http://xeace.cn:8888/udp/239.93.0.66:5140
cctv13,http://116.168.79.60:8888/udp/225.0.4.219:7980
cctv13,http://183.31.9.92:9001/udp/239.77.0.188:5146

cctv14,http://223.10.28.15:8082/udp/239.1.1.21:8021
cctv14,http://223.10.28.15:8082/udp/239.1.1.21:8021
cctv14,http://xeace.cn:8888/udp/239.93.1.29:6000
cctv14,http://116.168.79.60:8888/udp/225.0.4.128:7980
cctv14,http://183.31.9.92:9001/udp/239.77.1.161:5146

cctv15,http://223.10.28.15:8082/udp/239.1.1.22:8022
cctv15,http://223.10.28.15:8082/udp/239.1.1.22:8022
cctv15,http://xeace.cn:8888/udp/239.93.0.103:5140
cctv15,http://116.168.79.60:8888/udp/225.0.4.220:7980
cctv15,http://183.31.9.92:9001/udp/239.77.1.239:5146
cctv16,http://223.10.28.15:8082/udp/239.1.1.122:8122
cctv16,http://223.10.28.15:8082/udp/239.1.1.122:8122
cctv16,http://183.31.9.92:9001/udp/239.77.1.98:5146
cctv16,http://183.31.9.92:9001/udp/239.77.1.76:5146
cctv16,http://183.31.9.92:9001/udp/239.77.0.165:5146
cctv17,http://223.10.28.15:8082/udp/239.1.1.23:8023
cctv17,http://223.10.28.15:8082/udp/239.1.1.23:8023
cctv17,http://xeace.cn:8888/udp/239.93.0.92:5140
cctv17,http://116.168.79.60:8888/udp/225.0.4.179:7980
cctv17,http://183.31.9.92:9001/udp/239.77.1.121:5146

CCTV央视台球高清,http://171.121.56.255:8005/rtp/226.0.2.216:9640$山西联通184
CCTV高尔夫网球高清,http://171.121.56.255:8005/rtp/226.0.2.217:9648
CCTV电视指南高清,http://171.121.56.255:8005/rtp/226.0.2.218:9656
CCTV央视文化精品高清,http://171.121.56.255:8005/rtp/226.0.2.219:9664
CCTV风云音乐高清,http://171.121.56.255:8005/rtp/226.0.2.220:9672
CCTV第一剧场高清,http://171.121.56.255:8005/rtp/226.0.2.221:9680
CCTV世界地理高清,http://171.121.56.255:8005/rtp/226.0.2.222:9688
CCTV兵器科技高清,http://171.121.56.255:8005/rtp/226.0.2.223:9696
CCTV怀旧剧场高清,http://171.121.56.255:8005/rtp/226.0.2.224:9704
CCTV风云足球高清,http://171.121.56.255:8005/rtp/226.0.2.225:9712
CCTV女性时尚高清,http://171.121.56.255:8005/rtp/226.0.2.226:9720
CCTV风云剧场高清,http://171.121.56.255:8005/rtp/226.0.2.227:9728



CCTV女性时尚高清,http://223.10.28.15:8082/udp/239.1.1.89:8089$山西电信117
CCTV电视指南高清,http://223.10.28.15:8082/udp/239.1.1.90:8090
CCTV央视文化精品高清,http://223.10.28.15:8082/udp/239.1.1.91:8091
CCTV风云剧场高清,http://223.10.28.15:8082/udp/239.1.1.93:8093
CCTV第一剧场高清,http://223.10.28.15:8082/udp/239.1.1.94:8094
CCTV怀旧剧场高请,http://223.10.28.15:8082/udp/239.1.1.95:8095
CCTV风云音乐高请,http://223.10.28.15:8082/udp/239.1.1.96:8096
CCTV兵器科技高清,http://223.10.28.15:8082/udp/239.1.1.97:8097
CCTV世界地理高清,http://223.10.28.15:8082/udp/239.1.1.99:8099
CCTV央视台球高清,http://223.10.28.15:8082/udp/239.1.1.100:8100
CCTV风云足球高清,http://223.10.28.15:8082/udp/239.1.1.101:8101
CCTV高尔夫网球高清,http://223.10.28.15:8082/udp/239.1.1.102:8102


CCTV女性时尚高清,http://223.10.28.15:8082/udp/239.1.1.89:8089
CCTV电视指南高清,http://223.10.28.15:8082/udp/239.1.1.90:8090
CCTV央视文化精品高清,http://223.10.28.15:8082/udp/239.1.1.91:8091
CCTV风云剧场高清,http://223.10.28.15:8082/udp/239.1.1.93:8093
CCTV第一剧场高清,http://223.10.28.15:8082/udp/239.1.1.94:8094
CCTV怀旧剧场高请,http://223.10.28.15:8082/udp/239.1.1.95:8095
CCTV风云音乐高请,http://223.10.28.15:8082/udp/239.1.1.96:8096
CCTV兵器科技高清,http://223.10.28.15:8082/udp/239.1.1.97:8097
CCTV世界地理高清,http://223.10.28.15:8082/udp/239.1.1.99:8099
CCTV央视台球高清,http://223.10.28.15:8082/udp/239.1.1.100:8100
CCTV风云足球高清,http://223.10.28.15:8082/udp/239.1.1.101:8101
CCTV高尔夫网球高清,http://223.10.28.15:8082/udp/239.1.1.102:8102





爱上4K,http://xeace.cn:8888/udp/239.93.0.97:5140
爱上4K,
爱上4K,http://125.80.214.162:8888/rtp/235.254.198.102:7980
河南卫视4K,http://xeace.cn:8888/udp/239.93.1.113:5140
CCTV13新闻4K,http://xeace.cn:8888/udp/239.93.1.251:8224
CCTV4K,
CCTV4K,
CCTV4K,http://183.31.9.92:9001/udp/239.77.0.174:5146
津津悦读4K,http://xeace.cn:8888/udp/239.93.1.197:5140
中录动漫4K,http://xeace.cn:8888/udp/239.93.1.188:5140
超清电影4K,http://xeace.cn:8888/udp/239.93.1.156:5140
乐享超清4K,http://xeace.cn:8888/udp/239.93.0.43:5140
亲子趣学4K,http://xeace.cn:8888/udp/239.93.1.191:5140
绚影4K,http://xeace.cn:8888/udp/239.93.42.33:5140

风云足球,http://223.10.28.15:8082/udp/239.1.1.101:8101
风云足球,http://223.10.28.15:8082/udp/239.1.1.101:8101
风云足球,=fyzq$重庆有线风云足球
风云足球,=fyzq$重庆有线风云足球


CGTN英语,http://xeace.cn:8888/udp/239.93.0.104:5140
CGTN英语,http://116.168.79.60:8888/udp/225.0.4.12:7980
CGTN英语,http://183.31.9.92:9001/udp/239.77.0.199:5146
CGTN,http://183.31.9.92:9001/udp/239.77.0.45:5146
CGTN,http://113.205.28.179:11111/udp/225.0.4.12:7980
CGTN,

湖南卫视,http://xeace.cn:8888/udp/239.93.0.88:5140
湖南卫视,http://116.168.79.60:8888/udp/225.0.4.75:7980
湖南卫视,http://183.31.9.92:9001/udp/239.77.0.88:5146
湖南卫视,http://223.10.28.15:8082/udp/239.1.1.28:8028
江苏卫视,http://xeace.cn:8888/udp/239.93.0.89:5140
江苏卫视,http://116.168.79.60:8888/udp/225.0.4.79:7980
江苏卫视,http://183.31.9.92:9001/udp/239.77.0.90:5146
浙江卫视,http://xeace.cn:8888/udp/239.93.0.124:5140
浙江卫视,http://116.168.79.60:8888/udp/225.0.4.81:7980
浙江卫视,http://183.31.9.92:9001/udp/239.77.0.89:5146
北京卫视,http://xeace.cn:8888/udp/239.93.0.180:5140
北京卫视,http://116.168.79.60:8888/udp/225.0.4.78:7980
北京卫视,http://183.31.9.92:9001/udp/239.77.1.151:5146
重庆卫视,http://xeace.cn:8888/udp/239.93.1.107:5140
重庆卫视,http://116.168.79.60:8888/udp/225.0.4.187:7980
重庆卫视,http://183.31.9.92:9001/udp/239.77.1.162:5146



四川卫视,http://xeace.cn:8888/udp/239.93.0.169:5140
四川卫视,http://116.168.79.60:8888/udp/225.0.4.204:7980
四川卫视,http://183.31.9.92:9001/udp/239.77.0.159:5146
四川卫视,http://223.10.28.15:8082/udp/239.1.1.29:8029
SCTV-2,http://xeace.cn:8888/udp/239.93.1.101:5140
SCTV-3,http://xeace.cn:8888/udp/239.93.1.102:5140
SCTV-4,http://xeace.cn:8888/udp/239.93.0.47:5140
SCTV-5,http://xeace.cn:8888/udp/239.93.0.166:5140
SCTV-7,http://xeace.cn:8888/udp/239.93.0.219:5140
SCTV科教,http://xeace.cn:8888/udp/239.93.42.44:5140
CDTV-2,http://xeace.cn:8888/udp/239.93.0.17:1239
CDTV-3,http://xeace.cn:8888/udp/239.93.0.18:1238
CDTV-5,http://xeace.cn:8888/udp/239.93.1.231:5140
CDTV-6,http://xeace.cn:8888/udp/239.93.0.21:1251
成都体育,
熊猫体娱,http://xeace.cn:8888/udp/239.93.0.94:5140
熊猫新闻,http://xeace.cn:8888/udp/239.93.1.112:5140
熊猫频道,
HD看电影,http://xeace.cn:8888/udp/239.93.42.47:5140
四川乡村,http://xeace.cn:8888/udp/239.93.0.52:5140
康巴卫视,http://xeace.cn:8888/udp/239.93.0.41:5140

四川影视文艺,http://xeace.cn:8888/udp/239.93.0.166:5140
四川新闻,http://xeace.cn:8888/udp/239.93.0.47:5140
四川经济,http://xeace.cn:8888/udp/239.93.1.102:5140
峨眉电影,http://xeace.cn:8888/udp/239.93.1.54:5140



东方卫视,http://xeace.cn:8888/udp/239.93.0.123:5140
东方卫视,http://116.168.79.60:8888/udp/225.0.4.80:7980
东方卫视,http://183.31.9.92:9001/udp/239.77.1.218:5146

深圳卫视,http://xeace.cn:8888/udp/239.93.0.182:5140
深圳卫视,http://116.168.79.60:8888/udp/225.0.4.202:7980
深圳卫视,http://183.31.9.92:9001/udp/239.77.0.130:5146
深圳卫视,http://223.10.28.15:8082/udp/239.1.1.39:8039
深圳都市,http://183.31.9.92:9001/udp/239.77.1.176:5146
深圳电视剧,http://183.31.9.92:9001/udp/239.77.1.177:5146
深圳财经生活,http://183.31.9.92:9001/udp/239.77.1.242:5146
深圳娱乐,http://183.31.9.92:9001/udp/239.77.1.243:5146
深圳体育,http://183.31.9.92:9001/udp/239.77.1.128:5146
深圳少儿,http://183.31.9.92:9001/udp/239.77.1.244:5146
深圳公共,http://183.31.9.92:9001/udp/239.77.1.126:5146
HZTV-1,http://183.31.9.92:9001/udp/239.77.1.232:5146
HZTV-2,http://183.31.9.92:9001/udp/239.77.1.233:5146
珠海-1,http://183.31.9.92:9001/udp/239.77.0.155:5146
珠海-2,http://183.31.9.92:9001/udp/239.77.0.154:5146


广东卫视,http://xeace.cn:8888/udp/239.93.0.181:5140
广东卫视,http://116.168.79.60:8888/udp/225.0.4.84:7980
广东卫视,http://183.31.9.92:9001/udp/239.77.0.166:5146
广东卫视,http://223.10.28.15:8082/udp/239.1.1.49:8049
广东珠江,http://183.31.9.92:9001/udp/239.77.0.114:5146
广东体育,http://183.31.9.92:9001/udp/239.77.0.168:5146
经济科教,http://183.31.9.92:9001/udp/239.77.0.167:5146
广东影视,http://183.31.9.92:9001/udp/239.77.0.217:5146
南国都市4K,http://183.31.9.92:9001/udp/239.253.43.99:5146
广东综艺4K,http://183.31.9.92:9001/udp/239.77.1.237:5146
广州综合,http://183.31.9.92:9001/udp/239.253.43.71:5146
广州新闻,http://183.31.9.92:9001/udp/239.253.43.72:5146
广州影视,http://183.31.9.92:9001/udp/239.253.43.73:5146
广州竞赛,http://183.31.9.92:9001/udp/239.253.43.75:5146



天津卫视,http://xeace.cn:8888/udp/239.93.0.167:5140
天津卫视,http://116.168.79.60:8888/udp/225.0.4.82:7980
天津卫视,http://183.31.9.92:9001/udp/239.77.0.131:5146
山东卫视,http://xeace.cn:8888/udp/239.93.0.168:5140
山东卫视,http://116.168.79.60:8888/udp/225.0.4.199:7980
山东卫视,http://183.31.9.92:9001/udp/239.77.0.94:5146
江西卫视,http://xeace.cn:8888/udp/239.93.0.134:5140
江西卫视,http://116.168.79.60:8888/udp/225.0.4.203:7980
江西卫视,http://183.31.9.92:9001/udp/239.77.1.219:5146
东南卫视,http://xeace.cn:8888/udp/239.93.0.42:5140
东南卫视,http://116.168.79.60:8888/udp/225.0.4.200:7980
东南卫视,http://183.31.9.92:9001/udp/239.77.1.104:5146
黑龙江卫视,http://xeace.cn:8888/udp/239.93.0.183:5140
黑龙江卫视,http://116.168.79.60:8888/udp/225.0.4.201:7980
黑龙江卫视,http://183.31.9.92:9001/udp/239.77.0.124:5146
贵州卫视,http://xeace.cn:8888/udp/239.93.0.131:5140
贵州卫视,http://116.168.79.60:8888/udp/225.0.4.175:7980
贵州卫视,http://183.31.9.92:9001/udp/239.77.1.221:5146
湖北卫视,http://xeace.cn:8888/udp/239.93.0.250:5140
湖北卫视,http://183.31.9.92:9001/udp/239.77.1.93:5146
湖北卫视,http://183.31.9.92:9001/udp/239.77.0.128:5146
安徽卫视,http://xeace.cn:8888/udp/239.93.1.106:5140
安徽卫视,http://116.168.79.60:8888/udp/225.0.4.133:7980
安徽卫视,http://183.31.9.92:9001/udp/239.77.1.92:5146
河北卫视,http://xeace.cn:8888/udp/239.93.0.132:5140
河北卫视,http://116.168.79.60:8888/udp/225.0.4.174:7980
河北卫视,http://183.31.9.92:9001/udp/239.77.1.214:5146
辽宁卫视,http://xeace.cn:8888/udp/239.93.1.108:5140
辽宁卫视,http://116.168.79.60:8888/udp/225.0.4.98:7980
辽宁卫视,http://183.31.9.92:9001/udp/239.77.0.123:5146
云南卫视,http://xeace.cn:8888/udp/239.93.1.174:5140
云南卫视,http://183.31.9.92:9001/udp/239.253.43.37:5146
云南卫视,http://183.31.9.92:9001/udp/239.253.43.100:5146
河南卫视,http://xeace.cn:8888/udp/239.93.42.45:5140
河南卫视,http://183.31.9.92:9001/udp/239.77.0.17:5146
河南卫视,http://183.31.9.92:9001/udp/239.77.1.229:5146
广西卫视,http://xeace.cn:8888/udp/239.93.42.46:5140
广西卫视,
广西卫视,
吉林卫视,http://xeace.cn:8888/udp/239.93.0.248:5140
吉林卫视,
吉林卫视,
甘肃卫视,http://xeace.cn:8888/udp/239.93.0.81:5140
甘肃卫视,
甘肃卫视,
凤凰资讯,http://xeace.cn:8888/udp/239.93.0.118:2191
凤凰资讯,http://183.1.251.56:8081/hls/36/index.m3u8
凤凰资讯,
凤凰中文,http://xeace.cn:8888/udp/239.93.0.162:2192
凤凰中文,http://183.1.251.56:8081/hls/37/index.m3u8
凤凰中文,
凤凰香港,http://line.premiumpowers.net/play/live.php?mac=00:1A:79:73:45:10&extension=ts&stream=153402
凤凰香港,http://183.1.251.56:8081/hls/38/index.m3u8
凤凰香港,

吉林卫视,http://223.10.28.15:8082/udp/239.1.1.30:8030
上海卫视,http://223.10.28.15:8082/udp/239.1.1.31:8031
湖北卫视,http://223.10.28.15:8082/udp/239.1.1.32:8032
东南卫视,http://223.10.28.15:8082/udp/239.1.1.33:8033
河南卫视,http://223.10.28.15:8082/udp/239.1.1.34:8034
江苏卫视,http://223.10.28.15:8082/udp/239.1.1.35:8035
重庆卫视,http://223.10.28.15:8082/udp/239.1.1.36:8036
黑龙江卫视,http://223.10.28.15:8082/udp/239.1.1.37:8037
浙江卫视,http://223.10.28.15:8082/udp/239.1.1.38:8038

北京卫视,http://223.10.28.15:8082/udp/239.1.1.41:8041
辽宁卫视,http://223.10.28.15:8082/udp/239.1.1.42:8042
贵州卫视,http://223.10.28.15:8082/udp/239.1.1.43:8043
安徽卫视,http://223.10.28.15:8082/udp/239.1.1.44:8044
纪实人文,http://223.10.28.15:8082/udp/239.1.1.45:8045
天津卫视,http://223.10.28.15:8082/udp/239.1.1.46:8046
山东卫视,http://223.10.28.15:8082/udp/239.1.1.47:8047
河北卫视,http://223.10.28.15:8082/udp/239.1.1.48:8048

江西卫视,http://223.10.28.15:8082/udp/239.1.1.52:8052
魅力足球高清,http://223.10.28.15:8082/udp/239.1.1.75:8075
生活时尚高清,http://223.10.28.15:8082/udp/239.1.1.76:8076
茶频道高清,http://223.10.28.15:8082/udp/239.1.1.77:8077
法治天地高清,http://223.10.28.15:8082/udp/239.1.1.79:8079
动漫秀场高清,http://223.10.28.15:8082/udp/239.1.1.80:8080
都市剧场高清,http://223.10.28.15:8082/udp/239.1.1.81:8081
金色学堂高清,http://223.10.28.15:8082/udp/239.1.1.82:8082
游戏风云高清,http://223.10.28.15:8082/udp/239.1.1.83:8083
乐游高清,http://223.10.28.15:8082/udp/239.1.1.84:8084
东方财经,http://223.10.28.15:8082/udp/239.1.1.85:8085
快乐垂钓高清,http://223.10.28.15:8082/udp/239.1.1.86:8086

山西卫视,http://223.10.28.15:8082/udp/239.1.1.1:8001
黄河电视台高清,http://223.10.28.15:8082/udp/239.1.1.2:8002
山西经济与科技高清,http://223.10.28.15:8082/udp/239.1.1.3:8003
山西影视高清,http://223.10.28.15:8082/udp/239.1.1.4:8004
山西社会与法治高清,http://223.10.28.15:8082/udp/239.1.1.5:8005
山西文体生活高清,http://223.10.28.15:8082/udp/239.1.1.6:8006
晋中综合高清,http://223.10.28.15:8082/udp/239.1.1.120:8120
晋中公共高清,http://223.10.28.15:8082/udp/239.1.1.121:8121
运城1台高清,http://223.10.28.15:8082/udp/239.1.1.123:8123
运城2台高清,http://223.10.28.15:8082/udp/239.1.1.124:8124
盐湖频道高清,http://223.10.28.15:8082/udp/239.1.1.125:8125


爱电竞,http://xeace.cn:8888/udp/239.93.42.19:5140
爱电竞,
爱电竞,
爱谍战,http://xeace.cn:8888/udp/239.93.42.14:5140
爱谍战,
爱谍战,
爱动漫,http://xeace.cn:8888/udp/239.93.42.23:5140
爱动漫,
爱动漫,
爱都市,http://xeace.cn:8888/udp/239.93.42.15:5140
爱都市,
爱都市,
爱怀旧,http://xeace.cn:8888/udp/239.93.42.21:5140
爱怀旧,
爱怀旧,
爱极限,
爱极限,
爱极限,
爱家庭,
爱家庭,
爱家庭,
爱江湖,
爱江湖,
爱江湖,
爱解密,
爱解密,
爱解密,
爱经典,http://xeace.cn:8888/udp/239.93.42.13:5140
爱经典,
爱经典,
爱科幻,http://xeace.cn:8888/udp/239.93.42.10:5140
爱科幻,
爱科幻,
爱科学,
爱科学,
爱科学,
爱浪漫,
爱浪漫,
爱浪漫,
爱历史,
爱历史,
爱历史,
爱猎奇,
爱猎奇,
爱猎奇,
爱旅行,
爱旅行,
爱旅行,
爱美食,
爱美食,
爱美食,
爱奇谈,http://xeace.cn:8888/udp/239.93.42.22:5140
爱奇谈,
爱奇谈,
爱青春,http://xeace.cn:8888/udp/239.93.42.16:5140
爱青春,
爱青春,
爱赛车,http://xeace.cn:8888/udp/239.93.42.20:5140
爱赛车,
爱赛车,
爱时尚,
爱时尚,
爱时尚,
爱世界,
爱世界,
爱世界,
爱探索,
爱探索,
爱探索,
爱体育,
爱体育,
爱体育,
爱玩具,http://xeace.cn:8888/udp/239.93.42.18:5140
爱玩具,
爱玩具,
爱喜剧,http://xeace.cn:8888/udp/239.93.42.9:5140
爱喜剧,
爱喜剧,
爱悬疑,http://xeace.cn:8888/udp/239.93.42.12:5140
爱悬疑,
爱悬疑,
爱幼教,http://xeace.cn:8888/udp/239.93.42.17:5140
爱幼教,
爱幼教,
爱娱乐,
爱娱乐,
爱娱乐,
爱院线,http://xeace.cn:8888/udp/239.93.42.11:5140
爱院线,
爱院线,

国际频道,#genre#
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
中國環球,http://live.cgtn.com/500/prog_index.m3u8
CNA新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
HBtv老挝,http://hikvision.city:880/HBTV.m3u8
半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
半岛新闻,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
俄罗斯频,https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8
韩国国防,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
韩国新闻,http://amdlive.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
日语新闻,https://n24-cdn-live.ntv.co.jp/ch01/index_high.m3u8
环球频道,http://live.cgtn.com/500/prog_index.m3u8
动物频道,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8

















有几首歌,#genre#
BEYOND-血染的风采,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20201217/5623330UVqF1sc8YPbod665sH.mp4
我期待的不是雪,https://vd3.bdstatic.com/mda-pm99w0xrpubw7iiy/720p/h264/1702191565452980629/mda-pm99w0xrpubw7iiy.mp4?pd=19&vt=1
可能,https://vd3.bdstatic.com/mda-pd369avvets19gch/sc/cae_h264/1680582897997490362/mda-pd369avvets19gch.mp4
人间烟火,https://vd3.bdstatic.com/mda-nia9gqywiryyn8pk/576p/h264/1662878654763005591/mda-nia9gqywiryyn8pk.mp4
别知己,https://vd3.bdstatic.com/mda-pjpmxj8nps7esymw/576p/h264/1698161340027041596/mda-pjpmxj8nps7esymw.mp4
free loop,https://vd3.bdstatic.com/mda-pb6cmxqdpjh7p1a4/sc/cae_h264/1675774662439529962/mda-pb6cmxqdpjh7p1a4.mp4
云朵-我的楼兰,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg88K74gUohZWCnwQ.mp4
半壶纱.刘珂矣,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg1K6M5gUo3ruZrwc.mp4
往后余生,https://vd3.bdstatic.com/mda-jatub6sb1pzwxfnb/hd/mda-jatub6sb1pzwxfnb.mp4?pd=19&vt=1
CHANNEL-V,http://xeace.cn:8888/udp/239.93.0.157:2194
CHANNEL-V,http://xeace.cn:8888/udp/239.93.1.7:2194

电影频道,#genre#
邵氏影院,
怡寳影院,
神乐影院,
神乐影院,http://tc-tct.douyucdn2.cn/dyliveflv1/85894rmovieChow_2000.flv?wsAuth=7d054e041804e80af8aa7e975e2d8573&token=cpn-androidmpro-0-85894-a3575d938a4aa309c687f5fb85a1009fc65cfbeeb2672310&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=pla
神乐影院,
